Activity,Activity Type,Economy,Economy Name,Economy_List,Economy_Single,Engagement,Engagement ID,Engagement ID_List,Engagement_ID_Single,Fiscal Year,Last Updated,Organization Type,Title,Workshop_List,Workshop_Single,Workstream,Workstream Name,Workstream_List,Workstream_Single
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,rec8HJybigj9s0gd9,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Examining Measures That Affect Digital Trade in Services,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,APEC Host Support
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recjbjufeRVc2tKAJ,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recoX3naiW5GDsnIX,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recOoiJpQ7ovp02Ku,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recxCVnHw9OxkMd3n,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recVRAAULizMWo4xA,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recUMQCWOVWsPR93x,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recRhdWvXQ0jWT82u,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,rec8HJybigj9s0gd9,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recjbjufeRVc2tKAJ,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC 17th A2C2 Meeting,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
"['recAmX8qBqphd5HKF', 'reckrZFnJ0VcFfxQ2', 'recwU736pfzSF5dkY', 'recCdCgWYb9QzTWs7', 'rec37UbmNLy93bzxo', 'recyD5xKpKYapBd4m', 'recC7J46CatKQRJRf', 'rectWwqgwdANLS7od']","['Technical Workshop', 'Policy Dialogue', 'Institutional Support', 'Institutional Support', 'Technical Workshop', 'Policy Dialogue', 'Technical Workshop', 'Technical Workshop']",['recNBQMP8u1F5grz8'],['Chile'],,,"['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']","['recjbjufeRVc2tKAJ', 'recoX3naiW5GDsnIX', 'recOoiJpQ7ovp02Ku', 'recxCVnHw9OxkMd3n', 'recVRAAULizMWo4xA', 'recUMQCWOVWsPR93x', 'recRhdWvXQ0jWT82u', 'rec8HJybigj9s0gd9']",recjbjufeRVc2tKAJ|recoX3naiW5GDsnIX|recOoiJpQ7ovp02Ku|recxCVnHw9OxkMd3n|recVRAAULizMWo4xA|recUMQCWOVWsPR93x|recRhdWvXQ0jWT82u|rec8HJybigj9s0gd9,recoX3naiW5GDsnIX,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Government,Ministry of Foreign Affairs,"APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC 17th A2C2 Meeting|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 1)|Viet Nam APEC Host Year Preparatory Workshop, Module 1 (Part 2)|APEC Regional Dialogue: Cyber-Resilient Intelligent Transportation Systems|A2C2 Regional Roundtable|APEC Workshop on Implementing Trade Policy to Foster Quality Growth: Data and Analytical Tools|APEC Workshop on Examining Measures That Affect Digital Trade in Services",APEC 17th A2C2 Meeting,"['recqvqMEpTfZTKevx', 'recj4G8RWTsTnomP6', 'rec6DBoZFV3Zf9DmM', 'rechVe1cRPyWq4y4i', 'recIze3I0sDtjtxap']","['TBT', 'Supply Chains', 'APEC Host Support', 'Cyber‑Resilient ITS', 'Services']",TBT|Supply Chains|APEC Host Support|Cyber‑Resilient ITS|Services,Cyber‑Resilient ITS
